"gene","removal_reason"
"Phvul.002G043900","low readcount"
"Phvul.002G044500","low readcount"
"Phvul.002G044600","low readcount"
"Phvul.002G045000","low readcount"
"Phvul.002G045100","low readcount"
"Phvul.002G045400","low readcount"
"Phvul.002G045500","low readcount"
"Phvul.002G045600","low readcount"
"Phvul.002G045800","low readcount"
"Phvul.002G045900","low readcount"
"Phvul.002G047200","low readcount"
"Phvul.002G047400","low readcount"
"Phvul.002G047500","low readcount"
"Phvul.002G047800","low readcount"
"Phvul.002G048000","low readcount"
"Phvul.002G048100","low readcount"
"Phvul.002G048400","low readcount"
"Phvul.002G048700","low readcount"
"Phvul.002G050301","low readcount"
"Phvul.002G050700","low readcount"
"Phvul.002G051800","low readcount"
"Phvul.002G052300","low readcount"
"Phvul.002G053100","low readcount"
"Phvul.002G053600","low readcount"
"Phvul.002G054400","low readcount"
"Phvul.002G055425","low readcount"
"Phvul.002G055500","low readcount"
"Phvul.002G055600","low readcount"
"Phvul.002G055700","low readcount"
"Phvul.002G055800","low readcount"
"Phvul.002G056100","low readcount"
"Phvul.002G056400","low readcount"
"Phvul.002G056800","low readcount"
"Phvul.002G057000","low readcount"
"Phvul.002G057500","low readcount"
"Phvul.002G057900","low readcount"
"Phvul.002G058400","low readcount"
"Phvul.002G058900","low readcount"
"Phvul.002G060100","low readcount"
"Phvul.002G060700","low readcount"
"Phvul.002G060750","low readcount"
"Phvul.002G060900","low readcount"
"Phvul.002G061100","low readcount"
"Phvul.002G061300","low readcount"
"Phvul.002G061400","low readcount"
"Phvul.002G061600","low readcount"
"Phvul.002G062200","low readcount"
"Phvul.002G062600","low readcount"
"Phvul.002G063200","low readcount"
"Phvul.002G064166","low readcount"
"Phvul.002G064300","low readcount"
"Phvul.002G064400","low readcount"
"Phvul.002G064500","low readcount"
"Phvul.002G064800","low readcount"
"Phvul.002G065000","low readcount"
"Phvul.002G065200","low readcount"
"Phvul.002G065800","low readcount"
"Phvul.002G066000","low readcount"
"Phvul.002G066400","low readcount"
"Phvul.002G066766","low readcount"
"Phvul.002G067300","low readcount"
"Phvul.002G067800","low readcount"
"Phvul.002G068200","low readcount"
"Phvul.002G068232","low readcount"
"Phvul.002G068900","low readcount"
"Phvul.002G069801","low readcount"
"Phvul.002G070500","low readcount"
"Phvul.002G071200","low readcount"
"Phvul.002G071400","low readcount"
"Phvul.002G071500","low readcount"
"Phvul.002G071900","low readcount"
"Phvul.002G072200","low readcount"
"Phvul.002G072300","low readcount"
"Phvul.002G072800","low readcount"
"Phvul.002G073200","low readcount"
"Phvul.002G075200","low readcount"
"Phvul.002G075300","low readcount"
"Phvul.002G075900","low readcount"
"Phvul.002G077400","low readcount"
"Phvul.002G078400","low readcount"
"Phvul.002G078600","low readcount"
"Phvul.002G078901","low readcount"
"Phvul.002G079000","low readcount"
"Phvul.002G079600","low readcount"
"Phvul.002G079900","low readcount"
"Phvul.002G080200","low readcount"
"Phvul.002G080700","low readcount"
"Phvul.002G081300","low readcount"
"Phvul.002G082200","low readcount"
"Phvul.002G082300","low readcount"
"Phvul.002G082700","low readcount"
"Phvul.002G083300","low readcount"
"Phvul.002G083700","low readcount"
"Phvul.002G083900","low readcount"
"Phvul.002G084400","low readcount"
"Phvul.002G084500","low readcount"
"Phvul.002G084700","low readcount"
"Phvul.002G085100","low readcount"
"Phvul.002G085500","low readcount"
"Phvul.002G085600","low readcount"
"Phvul.002G085900","low readcount"
"Phvul.002G086100","low readcount"
"Phvul.002G086150","low readcount"
"Phvul.002G086400","low readcount"
"Phvul.002G086800","low readcount"
"Phvul.002G088000","low readcount"
"Phvul.002G089000","low readcount"
"Phvul.002G089100","low readcount"
"Phvul.002G090522","low readcount"
"Phvul.002G090555","low readcount"
"Phvul.002G090588","low readcount"
"Phvul.002G090900","low readcount"
"Phvul.002G091400","low readcount"
"Phvul.002G092200","low readcount"
"Phvul.002G092700","low readcount"
"Phvul.002G092800","low readcount"
"Phvul.002G094200","low readcount"
"Phvul.002G094500","low readcount"
"Phvul.002G094700","low readcount"
"Phvul.002G094900","low readcount"
"Phvul.002G095100","low readcount"
"Phvul.002G095400","low readcount"
"Phvul.002G095500","low readcount"
"Phvul.002G095600","low readcount"
"Phvul.002G095900","low readcount"
"Phvul.002G096700","low readcount"
"Phvul.002G096900","low readcount"
"Phvul.002G097000","low readcount"
"Phvul.002G097200","low readcount"
"Phvul.002G098800","low readcount"
"Phvul.002G098900","low readcount"
"Phvul.002G099500","low readcount"
"Phvul.002G099600","low readcount"
"Phvul.002G100000","low readcount"
"Phvul.002G100700","low readcount"
"Phvul.002G101000","low readcount"
"Phvul.002G101200","low readcount"
"Phvul.002G101300","low readcount"
"Phvul.002G102800","low readcount"
"Phvul.002G103200","low readcount"
"Phvul.002G103400","low readcount"
"Phvul.002G103500","low readcount"
"Phvul.002G103600","low readcount"
"Phvul.002G103700","low readcount"
"Phvul.002G103900","low readcount"
"Phvul.002G104000","low readcount"
"Phvul.002G104100","low readcount"
"Phvul.002G104200","low readcount"
"Phvul.002G104500","low readcount"
"Phvul.002G105100","low readcount"
"Phvul.002G105900","low readcount"
"Phvul.002G106100","low readcount"
"Phvul.002G106300","low readcount"
"Phvul.002G106700","low readcount"
"Phvul.002G107500","low readcount"
"Phvul.002G107800","low readcount"
"Phvul.002G108000","low readcount"
"Phvul.002G109100","low readcount"
"Phvul.002G109600","low readcount"
"Phvul.002G109700","low readcount"
"Phvul.002G111300","low readcount"
"Phvul.002G112000","low readcount"
"Phvul.002G112100","low readcount"
"Phvul.002G114100","low readcount"
"Phvul.002G114800","low readcount"
"Phvul.002G115200","low readcount"
"Phvul.002G115300","low readcount"
"Phvul.002G116100","low readcount"
"Phvul.002G116300","low readcount"
"Phvul.002G116601","low readcount"
"Phvul.002G116651","low readcount"
"Phvul.002G117100","low readcount"
"Phvul.002G117600","low readcount"
"Phvul.002G118100","low readcount"
"Phvul.002G118300","low readcount"
"Phvul.002G118800","low readcount"
"Phvul.002G118900","low readcount"
"Phvul.002G119000","low readcount"
"Phvul.002G119401","low readcount"
"Phvul.002G119700","low readcount"
"Phvul.002G120400","low readcount"
"Phvul.002G120500","low readcount"
"Phvul.002G120600","low readcount"
"Phvul.002G121300","low readcount"
"Phvul.002G121400","low readcount"
"Phvul.002G121500","low readcount"
"Phvul.002G121600","low readcount"
"Phvul.002G122000","low readcount"
"Phvul.002G122200","low readcount"
"Phvul.002G122800","low readcount"
"Phvul.002G123200","low readcount"
"Phvul.002G124900","low readcount"
"Phvul.002G126400","low readcount"
"Phvul.002G126900","low readcount"
"Phvul.002G127500","low readcount"
"Phvul.002G128500","low readcount"
"Phvul.002G130666","low readcount"
"Phvul.002G130732","low readcount"
"Phvul.002G131000","low readcount"
"Phvul.002G132000","low readcount"
"Phvul.002G132300","low readcount"
"Phvul.002G132400","low readcount"
"Phvul.002G132700","low readcount"
"Phvul.002G135300","low readcount"
"Phvul.002G135400","low readcount"
"Phvul.002G136000","low readcount"
"Phvul.002G136700","low readcount"
"Phvul.002G136800","low readcount"
"Phvul.002G137400","low readcount"
"Phvul.002G137700","low readcount"
"Phvul.002G138000","low readcount"
"Phvul.002G138500","low readcount"
"Phvul.002G139001","low readcount"
"Phvul.002G139300","low readcount"
"Phvul.002G139900","low readcount"
"Phvul.002G140000","low readcount"
"Phvul.002G140850","low readcount"
"Phvul.002G141000","low readcount"
"Phvul.002G141200","low readcount"
"Phvul.002G143000","low readcount"
"Phvul.002G143400","low readcount"
"Phvul.002G143500","low readcount"
"Phvul.002G143600","low readcount"
"Phvul.002G143700","low readcount"
"Phvul.002G145800","low readcount"
"Phvul.002G146300","low readcount"
"Phvul.002G146400","low readcount"
"Phvul.002G146600","low readcount"
"Phvul.002G146900","low readcount"
"Phvul.002G147200","low readcount"
"Phvul.002G147400","low readcount"
"Phvul.002G148700","low readcount"
"Phvul.002G149000","low readcount"
"Phvul.002G149300","low readcount"
"Phvul.002G149400","low readcount"
"Phvul.002G149700","low readcount"
"Phvul.002G149800","low readcount"
"Phvul.002G150900","low readcount"
"Phvul.002G151800","low readcount"
"Phvul.002G151900","low readcount"
"Phvul.002G153300","low readcount"
"Phvul.002G153400","low readcount"
"Phvul.002G153500","low readcount"
"Phvul.002G154100","low readcount"
"Phvul.002G154500","low readcount"
"Phvul.002G154700","low readcount"
"Phvul.002G154900","low readcount"
"Phvul.002G155000","low readcount"
"Phvul.002G155100","low readcount"
"Phvul.002G155500","low readcount"
"Phvul.002G155800","low readcount"
"Phvul.002G156100","low readcount"
"Phvul.002G156400","low readcount"
"Phvul.002G156500","low readcount"
"Phvul.002G156800","low readcount"
"Phvul.002G157200","low readcount"
"Phvul.002G157500","low readcount"
"Phvul.002G158000","low readcount"
"Phvul.002G158500","low readcount"
"Phvul.002G158900","low readcount"
"Phvul.002G160000","low readcount"
"Phvul.002G160100","low readcount"
"Phvul.002G160700","low readcount"
"Phvul.002G161500","low readcount"
"Phvul.002G162600","low readcount"
"Phvul.002G163600","low readcount"
"Phvul.002G164100","low readcount"
"Phvul.002G164700","low readcount"
"Phvul.002G165400","low readcount"
"Phvul.002G165500","low readcount"
"Phvul.002G165700","low readcount"
"Phvul.002G166000","low readcount"
"Phvul.002G166800","low readcount"
"Phvul.002G167000","low readcount"
"Phvul.002G167500","low readcount"
"Phvul.002G168200","low readcount"
"Phvul.002G168800","low readcount"
"Phvul.002G169200","low readcount"
"Phvul.002G169400","low readcount"
"Phvul.002G169600","low readcount"
"Phvul.002G170200","low readcount"
"Phvul.002G170600","low readcount"
"Phvul.002G170900","low readcount"
"Phvul.002G171000","low readcount"
"Phvul.002G171200","low readcount"
"Phvul.002G171400","low readcount"
"Phvul.002G175000","low readcount"
"Phvul.002G175700","low readcount"
"Phvul.002G176300","low readcount"
"Phvul.002G176500","low readcount"
"Phvul.002G177400","low readcount"
"Phvul.002G177700","low readcount"
"Phvul.002G177800","low readcount"
"Phvul.002G179500","low readcount"
"Phvul.002G180100","low readcount"
"Phvul.002G180700","low readcount"
"Phvul.002G182000","low readcount"
"Phvul.002G182100","low readcount"
"Phvul.002G182500","low readcount"
"Phvul.002G183100","low readcount"
"Phvul.002G184500","low readcount"
"Phvul.002G184700","low readcount"
"Phvul.002G185600","low readcount"
"Phvul.002G186200","low readcount"
"Phvul.002G186900","low readcount"
"Phvul.002G187600","low readcount"
"Phvul.002G188400","low readcount"
"Phvul.002G188800","low readcount"
"Phvul.002G189600","low readcount"
"Phvul.002G190100","low readcount"
"Phvul.002G190200","low readcount"
"Phvul.002G190600","low readcount"
"Phvul.002G192000","low readcount"
"Phvul.002G192901","low readcount"
"Phvul.002G193800","low readcount"
"Phvul.002G194000","low readcount"
"Phvul.002G194200","low readcount"
"Phvul.002G194300","low readcount"
"Phvul.002G194350","low readcount"
"Phvul.002G194500","low readcount"
"Phvul.002G194700","low readcount"
"Phvul.002G194900","low readcount"
"Phvul.002G195200","low readcount"
"Phvul.002G195400","low readcount"
"Phvul.002G195600","low readcount"
"Phvul.002G196050","low readcount"
"Phvul.002G196200","low readcount"
"Phvul.002G196800","low readcount"
"Phvul.002G197400","low readcount"
"Phvul.002G197500","low readcount"
"Phvul.002G197600","low readcount"
"Phvul.002G197700","low readcount"
"Phvul.002G198200","low readcount"
"Phvul.002G198300","low readcount"
"Phvul.002G199400","low readcount"
"Phvul.002G199600","low readcount"
"Phvul.002G201500","low readcount"
"Phvul.002G201600","low readcount"
"Phvul.002G201800","low readcount"
"Phvul.002G202300","low readcount"
"Phvul.002G202500","low readcount"
"Phvul.002G202700","low readcount"
"Phvul.002G202800","low readcount"
"Phvul.002G202900","low readcount"
"Phvul.002G203400","low readcount"
"Phvul.002G206100","low readcount"
"Phvul.002G206200","low readcount"
"Phvul.002G206600","low readcount"
"Phvul.002G207300","low readcount"
"Phvul.002G207400","low readcount"
"Phvul.002G207700","low readcount"
"Phvul.002G207800","low readcount"
"Phvul.002G208000","low readcount"
"Phvul.002G208200","low readcount"
"Phvul.002G208300","low readcount"
"Phvul.002G208700","low readcount"
"Phvul.002G209000","low readcount"
"Phvul.002G210700","low readcount"
"Phvul.002G210900","low readcount"
"Phvul.002G211000","low readcount"
"Phvul.002G211400","low readcount"
"Phvul.002G211600","low readcount"
"Phvul.002G212133","low readcount"
"Phvul.002G212166","low readcount"
"Phvul.002G213100","low readcount"
"Phvul.002G213200","low readcount"
"Phvul.002G213400","low readcount"
"Phvul.002G213900","low readcount"
"Phvul.002G214832","low readcount"
"Phvul.002G214900","low readcount"
"Phvul.002G215000","low readcount"
"Phvul.002G215900","low readcount"
"Phvul.002G216300","low readcount"
"Phvul.002G217100","low readcount"
"Phvul.002G218300","low readcount"
"Phvul.002G219300","low readcount"
"Phvul.002G219400","low readcount"
"Phvul.002G220400","low readcount"
"Phvul.002G220900","low readcount"
"Phvul.002G221000","low readcount"
"Phvul.002G221100","low readcount"
"Phvul.002G221200","low readcount"
"Phvul.002G221600","low readcount"
"Phvul.002G221700","low readcount"
"Phvul.002G222300","low readcount"
"Phvul.002G222500","low readcount"
"Phvul.002G224601","low readcount"
"Phvul.002G225600","low readcount"
"Phvul.002G227200","low readcount"
"Phvul.002G227400","low readcount"
"Phvul.002G227600","low readcount"
"Phvul.002G227700","low readcount"
"Phvul.002G228400","low readcount"
"Phvul.002G228500","low readcount"
"Phvul.002G229100","low readcount"
"Phvul.002G229200","low readcount"
"Phvul.002G229600","low readcount"
"Phvul.002G229700","low readcount"
"Phvul.002G230000","low readcount"
"Phvul.002G234100","low readcount"
"Phvul.002G234304","low readcount"
"Phvul.002G234900","low readcount"
"Phvul.002G235300","low readcount"
"Phvul.002G235400","low readcount"
"Phvul.002G235600","low readcount"
"Phvul.002G235900","low readcount"
"Phvul.002G236400","low readcount"
"Phvul.002G236500","low readcount"
"Phvul.002G236600","low readcount"
"Phvul.002G237000","low readcount"
"Phvul.002G237600","low readcount"
"Phvul.002G237900","low readcount"
"Phvul.002G238200","low readcount"
"Phvul.002G238300","low readcount"
"Phvul.002G238800","low readcount"
"Phvul.002G239400","low readcount"
"Phvul.002G239600","low readcount"
"Phvul.002G240600","low readcount"
"Phvul.002G241108","low readcount"
"Phvul.002G241300","low readcount"
"Phvul.002G241800","low readcount"
"Phvul.002G241900","low readcount"
"Phvul.002G242100","low readcount"
"Phvul.002G242800","low readcount"
"Phvul.002G243500","low readcount"
"Phvul.002G244200","low readcount"
"Phvul.002G244500","low readcount"
"Phvul.002G245400","low readcount"
"Phvul.002G246100","low readcount"
"Phvul.002G246200","low readcount"
"Phvul.002G247500","low readcount"
"Phvul.002G249000","low readcount"
"Phvul.002G250700","low readcount"
"Phvul.002G251608","low readcount"
"Phvul.002G251900","low readcount"
"Phvul.002G252300","low readcount"
"Phvul.002G252800","low readcount"
"Phvul.002G252900","low readcount"
"Phvul.002G253100","low readcount"
"Phvul.002G253200","low readcount"
"Phvul.002G253700","low readcount"
"Phvul.002G254000","low readcount"
"Phvul.002G254200","low readcount"
"Phvul.002G254500","low readcount"
"Phvul.002G254600","low readcount"
"Phvul.002G255100","low readcount"
"Phvul.002G255300","low readcount"
"Phvul.002G255400","low readcount"
"Phvul.002G255500","low readcount"
"Phvul.002G255800","low readcount"
"Phvul.002G256000","low readcount"
"Phvul.002G256100","low readcount"
"Phvul.002G256400","low readcount"
"Phvul.002G256500","low readcount"
"Phvul.002G256600","low readcount"
"Phvul.002G256700","low readcount"
"Phvul.002G256800","low readcount"
"Phvul.002G257500","low readcount"
"Phvul.002G257600","low readcount"
"Phvul.002G257900","low readcount"
"Phvul.002G258100","low readcount"
"Phvul.002G258700","low readcount"
"Phvul.002G259600","low readcount"
"Phvul.002G259604","low readcount"
"Phvul.002G260000","low readcount"
"Phvul.002G260200","low readcount"
"Phvul.002G260500","low readcount"
"Phvul.002G260800","low readcount"
"Phvul.002G261100","low readcount"
"Phvul.002G261200","low readcount"
"Phvul.002G261800","low readcount"
"Phvul.002G262100","low readcount"
"Phvul.002G262400","low readcount"
"Phvul.002G262800","low readcount"
"Phvul.002G263100","low readcount"
"Phvul.002G263500","low readcount"
"Phvul.002G264300","low readcount"
"Phvul.002G264700","low readcount"
"Phvul.002G265100","low readcount"
"Phvul.002G265300","low readcount"
"Phvul.002G265500","low readcount"
"Phvul.002G265600","low readcount"
"Phvul.002G265700","low readcount"
"Phvul.002G266300","low readcount"
"Phvul.002G266400","low readcount"
"Phvul.002G266800","low readcount"
"Phvul.002G266900","low readcount"
"Phvul.002G267000","low readcount"
"Phvul.002G267400","low readcount"
"Phvul.002G268100","low readcount"
"Phvul.002G268500","low readcount"
"Phvul.002G268900","low readcount"
"Phvul.002G269000","low readcount"
"Phvul.002G269100","low readcount"
"Phvul.002G269700","low readcount"
"Phvul.002G269900","low readcount"
"Phvul.002G270400","low readcount"
"Phvul.002G270500","low readcount"
"Phvul.002G270600","low readcount"
"Phvul.002G270700","low readcount"
"Phvul.002G271200","low readcount"
"Phvul.002G271700","low readcount"
"Phvul.002G271800","low readcount"
"Phvul.002G272100","low readcount"
"Phvul.002G272900","low readcount"
"Phvul.002G273000","low readcount"
"Phvul.002G273600","low readcount"
"Phvul.002G274100","low readcount"
"Phvul.002G274400","low readcount"
"Phvul.002G275100","low readcount"
"Phvul.002G276504","low readcount"
"Phvul.002G276800","low readcount"
"Phvul.002G277100","low readcount"
"Phvul.002G277300","low readcount"
"Phvul.002G277500","low readcount"
"Phvul.002G278000","low readcount"
"Phvul.002G278100","low readcount"
"Phvul.002G278108","low readcount"
"Phvul.002G278112","low readcount"
"Phvul.002G278116","low readcount"
"Phvul.002G279300","low readcount"
"Phvul.002G279700","low readcount"
"Phvul.002G280200","low readcount"
"Phvul.002G280300","low readcount"
"Phvul.002G280800","low readcount"
"Phvul.002G280900","low readcount"
"Phvul.002G281100","low readcount"
"Phvul.002G281900","low readcount"
"Phvul.002G282100","low readcount"
"Phvul.002G282200","low readcount"
"Phvul.002G282500","low readcount"
"Phvul.002G283300","low readcount"
"Phvul.002G283700","low readcount"
"Phvul.002G284000","low readcount"
"Phvul.002G284200","low readcount"
"Phvul.002G285400","low readcount"
"Phvul.002G285800","low readcount"
"Phvul.002G286200","low readcount"
"Phvul.002G287700","low readcount"
"Phvul.002G288500","low readcount"
"Phvul.002G288700","low readcount"
"Phvul.002G288800","low readcount"
"Phvul.002G289800","low readcount"
"Phvul.002G289900","low readcount"
"Phvul.002G290400","low readcount"
"Phvul.002G291100","low readcount"
"Phvul.002G292300","low readcount"
"Phvul.002G292600","low readcount"
"Phvul.002G292900","low readcount"
"Phvul.002G293000","low readcount"
"Phvul.002G293200","low readcount"
"Phvul.002G293600","low readcount"
"Phvul.002G294100","low readcount"
"Phvul.002G294500","low readcount"
"Phvul.002G294600","low readcount"
"Phvul.002G295104","low readcount"
"Phvul.002G295400","low readcount"
"Phvul.002G296600","low readcount"
"Phvul.002G296800","low readcount"
"Phvul.002G297400","low readcount"
"Phvul.002G298300","low readcount"
"Phvul.002G298800","low readcount"
"Phvul.002G298900","low readcount"
"Phvul.002G299004","low readcount"
"Phvul.002G299500","low readcount"
"Phvul.002G299800","low readcount"
"Phvul.002G299900","low readcount"
"Phvul.002G300300","low readcount"
"Phvul.002G300500","low readcount"
"Phvul.002G300600","low readcount"
"Phvul.002G301000","low readcount"
"Phvul.002G303200","low readcount"
"Phvul.002G303700","low readcount"
"Phvul.002G304100","low readcount"
"Phvul.002G304200","low readcount"
"Phvul.002G304400","low readcount"
"Phvul.002G304700","low readcount"
"Phvul.002G305300","low readcount"
"Phvul.002G306100","low readcount"
"Phvul.002G306200","low readcount"
"Phvul.002G306600","low readcount"
"Phvul.002G306800","low readcount"
"Phvul.002G306900","low readcount"
"Phvul.002G307000","low readcount"
"Phvul.002G307200","low readcount"
"Phvul.002G307900","low readcount"
"Phvul.002G308900","low readcount"
"Phvul.002G309700","low readcount"
"Phvul.002G310500","low readcount"
"Phvul.002G310600","low readcount"
"Phvul.002G311100","low readcount"
"Phvul.002G311500","low readcount"
"Phvul.002G311700","low readcount"
"Phvul.002G312012","low readcount"
"Phvul.002G312300","low readcount"
"Phvul.002G313400","low readcount"
"Phvul.002G313900","low readcount"
"Phvul.002G314200","low readcount"
"Phvul.002G314500","low readcount"
"Phvul.002G314800","low readcount"
"Phvul.002G315100","low readcount"
"Phvul.002G315200","low readcount"
"Phvul.002G315300","low readcount"
"Phvul.002G315400","low readcount"
"Phvul.002G316300","low readcount"
"Phvul.002G316600","low readcount"
"Phvul.002G316700","low readcount"
"Phvul.002G316900","low readcount"
"Phvul.002G317700","low readcount"
"Phvul.002G318000","low readcount"
"Phvul.002G318200","low readcount"
"Phvul.002G318400","low readcount"
"Phvul.002G319100","low readcount"
"Phvul.002G320100","low readcount"
"Phvul.002G320200","low readcount"
"Phvul.002G320500","low readcount"
"Phvul.002G320600","low readcount"
"Phvul.002G321000","low readcount"
"Phvul.002G321300","low readcount"
"Phvul.002G321500","low readcount"
"Phvul.002G321600","low readcount"
"Phvul.002G321900","low readcount"
"Phvul.002G323200","low readcount"
"Phvul.002G323700","low readcount"
"Phvul.002G323704","low readcount"
"Phvul.002G324700","low readcount"
"Phvul.002G325200","low readcount"
"Phvul.002G326700","low readcount"
"Phvul.002G326900","low readcount"
"Phvul.002G327200","low readcount"
"Phvul.002G327500","low readcount"
"Phvul.002G328100","low readcount"
"Phvul.002G328104","low readcount"
"Phvul.002G328300","low readcount"
"Phvul.002G328500","low readcount"
"Phvul.002G328808","low readcount"
"Phvul.002G328900","low readcount"
"Phvul.002G328904","low readcount"
"Phvul.002G329200","low readcount"
"Phvul.002G329300","low readcount"
"Phvul.002G329400","low readcount"
"Phvul.002G330600","low readcount"
"Phvul.002G330700","low readcount"
"Phvul.002G331200","low readcount"
"Phvul.002G331400","low readcount"
"Phvul.002G331800","low readcount"
"Phvul.002G331900","low readcount"
"Phvul.002G332300","low readcount"
"Phvul.002G332700","low readcount"
"Phvul.002G333600","low readcount"
"Phvul.003G000304","low readcount"
"Phvul.003G000382","low readcount"
"Phvul.003G000400","low readcount"
"Phvul.003G000408","low readcount"
"Phvul.003G000434","low readcount"
"Phvul.003G000500","low readcount"
"Phvul.003G000600","low readcount"
"Phvul.003G000700","low readcount"
"Phvul.003G000900","low readcount"
"Phvul.003G001200","low readcount"
"Phvul.003G001226","low readcount"
"Phvul.003G001300","low readcount"
"Phvul.003G001400","low readcount"
"Phvul.003G001600","low readcount"
"Phvul.003G001700","low readcount"
"Phvul.003G002100","low readcount"
"Phvul.003G002926","low readcount"
"Phvul.003G003500","low readcount"
"Phvul.003G003900","low readcount"
"Phvul.003G004000","low readcount"
"Phvul.003G004100","low readcount"
"Phvul.003G004200","low readcount"
"Phvul.003G004800","low readcount"
"Phvul.003G005300","low readcount"
"Phvul.003G005926","low readcount"
"Phvul.003G006100","low readcount"
"Phvul.003G008000","low readcount"
"Phvul.003G008100","low readcount"
"Phvul.003G009200","low readcount"
"Phvul.003G009600","low readcount"
"Phvul.003G009700","low readcount"
"Phvul.003G011900","low readcount"
"Phvul.003G013000","low readcount"
"Phvul.003G016000","low readcount"
"Phvul.003G017000","low readcount"
"Phvul.003G017200","low readcount"
"Phvul.003G017800","low readcount"
"Phvul.003G017900","low readcount"
"Phvul.003G018200","low readcount"
"Phvul.003G018300","low readcount"
"Phvul.003G019050","low readcount"
"Phvul.003G019100","low readcount"
"Phvul.003G019300","low readcount"
"Phvul.003G019500","low readcount"
"Phvul.003G019700","low readcount"
"Phvul.003G020000","low readcount"
"Phvul.003G020100","low readcount"
"Phvul.003G020300","low readcount"
"Phvul.003G020700","low readcount"
"Phvul.003G021100","low readcount"
"Phvul.003G021500","low readcount"
"Phvul.003G021600","low readcount"
"Phvul.003G021700","low readcount"
"Phvul.003G021900","low readcount"
"Phvul.003G022000","low readcount"
"Phvul.003G022100","low readcount"
"Phvul.003G022200","low readcount"
"Phvul.003G022300","low readcount"
"Phvul.003G022500","low readcount"
"Phvul.003G023400","low readcount"
"Phvul.003G023800","low readcount"
"Phvul.003G024300","low readcount"
"Phvul.003G024400","low readcount"
"Phvul.003G024800","low readcount"
"Phvul.003G025100","low readcount"
"Phvul.003G026100","low readcount"
"Phvul.003G026400","low readcount"
"Phvul.003G026601","low readcount"
"Phvul.003G026900","low readcount"
"Phvul.003G027100","low readcount"
"Phvul.003G027300","low readcount"
"Phvul.003G027400","low readcount"
"Phvul.003G027500","low readcount"
"Phvul.003G027800","low readcount"
"Phvul.003G028100","low readcount"
"Phvul.003G028200","low readcount"
"Phvul.003G028300","low readcount"
"Phvul.003G028400","low readcount"
"Phvul.003G028500","low readcount"
"Phvul.003G028700","low readcount"
"Phvul.003G029400","low readcount"
"Phvul.003G029700","low readcount"
"Phvul.003G030000","low readcount"
"Phvul.003G030301","low readcount"
"Phvul.003G031800","low readcount"
"Phvul.003G031801","low readcount"
"Phvul.003G032500","low readcount"
"Phvul.003G033100","low readcount"
"Phvul.003G034200","low readcount"
"Phvul.003G035500","low readcount"
"Phvul.003G036900","low readcount"
"Phvul.003G037201","low readcount"
"Phvul.003G037500","low readcount"
"Phvul.003G037600","low readcount"
"Phvul.003G037800","low readcount"
"Phvul.003G038100","low readcount"
"Phvul.003G038200","low readcount"
"Phvul.003G038300","low readcount"
"Phvul.003G038400","low readcount"
"Phvul.003G038600","low readcount"
"Phvul.003G039600","low readcount"
"Phvul.003G039700","low readcount"
"Phvul.003G039900","low readcount"
"Phvul.003G040000","low readcount"
"Phvul.003G040900","low readcount"
"Phvul.003G041200","low readcount"
"Phvul.003G042400","low readcount"
"Phvul.003G042800","low readcount"
"Phvul.003G043100","low readcount"
"Phvul.003G043800","low readcount"
"Phvul.003G043900","low readcount"
"Phvul.003G044900","low readcount"
"Phvul.003G045000","low readcount"
"Phvul.003G045300","low readcount"
"Phvul.003G045500","low readcount"
"Phvul.003G046500","low readcount"
"Phvul.003G046600","low readcount"
"Phvul.003G046700","low readcount"
"Phvul.003G047700","low readcount"
"Phvul.003G047800","low readcount"
"Phvul.003G048200","low readcount"
"Phvul.003G049500","low readcount"
"Phvul.003G049900","low readcount"
"Phvul.003G050100","low readcount"
"Phvul.003G050700","low readcount"
"Phvul.003G051100","low readcount"
"Phvul.003G051200","low readcount"
"Phvul.003G051300","low readcount"
"Phvul.003G051400","low readcount"
"Phvul.003G051700","low readcount"
"Phvul.003G051800","low readcount"
"Phvul.003G052700","low readcount"
"Phvul.003G054000","low readcount"
"Phvul.003G054101","low readcount"
"Phvul.003G054200","low readcount"
"Phvul.003G054400","low readcount"
"Phvul.003G054600","low readcount"
"Phvul.003G054700","low readcount"
"Phvul.003G055100","low readcount"
"Phvul.003G055400","low readcount"
"Phvul.003G055500","low readcount"
"Phvul.003G056300","low readcount"
"Phvul.003G056700","low readcount"
"Phvul.003G057200","low readcount"
"Phvul.003G058800","low readcount"
"Phvul.003G059400","low readcount"
"Phvul.003G059500","low readcount"
"Phvul.003G060000","low readcount"
"Phvul.003G061100","low readcount"
"Phvul.003G061200","low readcount"
"Phvul.003G061300","low readcount"
"Phvul.003G062300","low readcount"
"Phvul.003G062900","low readcount"
"Phvul.003G063100","low readcount"
"Phvul.003G063900","low readcount"
"Phvul.003G064500","low readcount"
"Phvul.003G064600","low readcount"
"Phvul.003G065100","low readcount"
"Phvul.003G066300","low readcount"
"Phvul.003G067200","low readcount"
"Phvul.003G067300","low readcount"
"Phvul.003G067400","low readcount"
"Phvul.003G067600","low readcount"
"Phvul.003G068000","low readcount"
"Phvul.003G068400","low readcount"
"Phvul.003G069500","low readcount"
"Phvul.003G070800","low readcount"
"Phvul.003G070900","low readcount"
"Phvul.003G071000","low readcount"
"Phvul.003G071200","low readcount"
"Phvul.003G072600","low readcount"
"Phvul.003G072700","low readcount"
