"gene","removal_reason"
"Vigun01g059300","low readcount"
"Vigun01g060300","low readcount"
"Vigun01g060400","low readcount"
"Vigun01g060600","low readcount"
"Vigun01g060900","low readcount"
"Vigun01g061100","low readcount"
"Vigun01g061733","low readcount"
"Vigun01g061900","low readcount"
"Vigun01g062200","low readcount"
"Vigun01g062300","low readcount"
"Vigun01g062650","low readcount"
"Vigun01g062733","low readcount"
"Vigun01g062766","low readcount"
"Vigun01g062800","low readcount"
"Vigun01g063800","low readcount"
"Vigun01g063900","low readcount"
"Vigun01g063956","low readcount"
"Vigun01g063984","low readcount"
"Vigun01g064800","low readcount"
"Vigun01g065650","low readcount"
"Vigun01g065701","low readcount"
"Vigun01g066250","low readcount"
"Vigun01g066300","low readcount"
"Vigun01g067300","low readcount"
"Vigun01g067700","low readcount"
"Vigun01g069200","low readcount"
"Vigun01g069700","low readcount"
"Vigun01g070000","low readcount"
"Vigun01g070200","low readcount"
"Vigun01g070300","low readcount"
"Vigun01g070500","low readcount"
"Vigun01g070900","low readcount"
"Vigun01g071100","low readcount"
"Vigun01g071400","low readcount"
"Vigun01g071800","low readcount"
"Vigun01g072050","low readcount"
"Vigun01g072500","low readcount"
"Vigun01g073000","low readcount"
"Vigun01g073500","low readcount"
"Vigun01g073950","low readcount"
"Vigun01g074100","low readcount"
"Vigun01g075100","low readcount"
"Vigun01g075500","low readcount"
"Vigun01g075550","low readcount"
"Vigun01g075800","low readcount"
"Vigun01g076200","low readcount"
"Vigun01g076500","low readcount"
"Vigun01g076700","low readcount"
"Vigun01g077132","low readcount"
"Vigun01g077300","low readcount"
"Vigun01g078100","low readcount"
"Vigun01g078700","low readcount"
"Vigun01g078900","low readcount"
"Vigun01g079450","low readcount"
"Vigun01g079600","low readcount"
"Vigun01g079750","low readcount"
"Vigun01g080000","low readcount"
"Vigun01g081400","low readcount"
"Vigun01g081600","low readcount"
"Vigun01g081800","low readcount"
"Vigun01g081900","low readcount"
"Vigun01g082000","low readcount"
"Vigun01g083000","low readcount"
"Vigun01g084200","low readcount"
"Vigun01g084475","low readcount"
"Vigun01g085000","low readcount"
"Vigun01g085400","low readcount"
"Vigun01g085500","low readcount"
"Vigun01g085700","low readcount"
"Vigun01g085900","low readcount"
"Vigun01g086200","low readcount"
"Vigun01g086700","low readcount"
"Vigun01g086900","low readcount"
"Vigun01g087100","low readcount"
"Vigun01g087400","low readcount"
"Vigun01g087500","low readcount"
"Vigun01g087800","low readcount"
"Vigun01g088600","low readcount"
"Vigun01g088800","low readcount"
"Vigun01g089000","low readcount"
"Vigun01g090000","low readcount"
"Vigun01g090500","low readcount"
"Vigun01g090700","low readcount"
"Vigun01g090900","low readcount"
"Vigun01g091100","low readcount"
"Vigun01g091200","low readcount"
"Vigun01g091400","low readcount"
"Vigun01g091900","low readcount"
"Vigun01g092100","low readcount"
"Vigun01g092500","low readcount"
"Vigun01g092700","low readcount"
"Vigun01g092900","low readcount"
"Vigun01g093800","low readcount"
"Vigun01g094700","low readcount"
"Vigun01g094900","low readcount"
"Vigun01g095300","low readcount"
"Vigun01g095600","low readcount"
"Vigun01g095800","low readcount"
"Vigun01g096100","low readcount"
"Vigun01g096500","low readcount"
"Vigun01g097600","low readcount"
"Vigun01g097700","low readcount"
"Vigun01g098100","low readcount"
"Vigun01g099300","low readcount"
"Vigun01g099400","low readcount"
"Vigun01g100100","low readcount"
"Vigun01g100400","low readcount"
"Vigun01g100500","low readcount"
"Vigun01g101000","low readcount"
"Vigun01g101200","low readcount"
"Vigun01g101300","low readcount"
"Vigun01g101400","low readcount"
"Vigun01g101800","low readcount"
"Vigun01g101900","low readcount"
"Vigun01g102000","low readcount"
"Vigun01g102500","low readcount"
"Vigun01g102900","low readcount"
"Vigun01g103500","low readcount"
"Vigun01g104500","low readcount"
"Vigun01g106400","low readcount"
"Vigun01g106900","low readcount"
"Vigun01g107500","low readcount"
"Vigun01g107600","low readcount"
"Vigun01g108000","low readcount"
"Vigun01g108300","low readcount"
"Vigun01g109100","low readcount"
"Vigun01g109600","low readcount"
"Vigun01g109800","low readcount"
"Vigun01g110200","low readcount"
"Vigun01g110500","low readcount"
"Vigun01g110750","low readcount"
"Vigun01g110800","low readcount"
"Vigun01g111000","low readcount"
"Vigun01g111800","low readcount"
"Vigun01g112200","low readcount"
"Vigun01g112700","low readcount"
"Vigun01g113600","low readcount"
"Vigun01g113700","low readcount"
"Vigun01g115200","low readcount"
"Vigun01g115300","low readcount"
"Vigun01g115466","low readcount"
"Vigun01g115532","low readcount"
"Vigun01g115800","low readcount"
"Vigun01g115900","low readcount"
"Vigun01g116500","low readcount"
"Vigun01g117800","low readcount"
"Vigun01g118800","low readcount"
"Vigun01g119400","low readcount"
"Vigun01g120500","low readcount"
"Vigun01g120600","low readcount"
"Vigun01g121100","low readcount"
"Vigun01g121600","low readcount"
"Vigun01g122000","low readcount"
"Vigun01g122300","low readcount"
"Vigun01g122600","low readcount"
"Vigun01g123101","low readcount"
"Vigun01g124200","low readcount"
"Vigun01g124300","low readcount"
"Vigun01g124800","low readcount"
"Vigun01g125800","low readcount"
"Vigun01g126000","low readcount"
"Vigun01g126100","low readcount"
"Vigun01g126500","low readcount"
"Vigun01g126600","low readcount"
"Vigun01g127000","low readcount"
"Vigun01g127050","low readcount"
"Vigun01g127400","low readcount"
"Vigun01g127500","low readcount"
"Vigun01g128100","low readcount"
"Vigun01g128200","low readcount"
"Vigun01g128400","low readcount"
"Vigun01g129400","low readcount"
"Vigun01g130000","low readcount"
"Vigun01g130200","low readcount"
"Vigun01g130284","low readcount"
"Vigun01g130633","low readcount"
"Vigun01g130700","low readcount"
"Vigun01g130900","low readcount"
"Vigun01g131000","low readcount"
"Vigun01g131900","low readcount"
"Vigun01g132100","low readcount"
"Vigun01g132500","low readcount"
"Vigun01g133900","low readcount"
"Vigun01g134400","low readcount"
"Vigun01g134700","low readcount"
"Vigun01g134900","low readcount"
"Vigun01g135000","low readcount"
"Vigun01g135201","low readcount"
"Vigun01g135300","low readcount"
"Vigun01g135600","low readcount"
"Vigun01g135900","low readcount"
"Vigun01g136000","low readcount"
"Vigun01g136200","low readcount"
"Vigun01g136300","low readcount"
"Vigun01g136400","low readcount"
"Vigun01g137100","low readcount"
"Vigun01g137800","low readcount"
"Vigun01g138000","low readcount"
"Vigun01g138200","low readcount"
"Vigun01g138300","low readcount"
"Vigun01g138600","low readcount"
"Vigun01g138900","low readcount"
"Vigun01g139200","low readcount"
"Vigun01g139300","low readcount"
"Vigun01g139400","low readcount"
"Vigun01g139500","low readcount"
"Vigun01g139600","low readcount"
"Vigun01g139700","low readcount"
"Vigun01g140200","low readcount"
"Vigun01g140400","low readcount"
"Vigun01g140900","low readcount"
"Vigun01g141500","low readcount"
"Vigun01g141700","low readcount"
"Vigun01g142600","low readcount"
"Vigun01g143200","low readcount"
"Vigun01g143400","low readcount"
"Vigun01g144700","low readcount"
"Vigun01g144900","low readcount"
"Vigun01g146200","low readcount"
"Vigun01g146500","low readcount"
"Vigun01g146700","low readcount"
"Vigun01g147300","low readcount"
"Vigun01g147400","low readcount"
"Vigun01g147800","low readcount"
"Vigun01g147950","low readcount"
"Vigun01g148000","low readcount"
"Vigun01g148100","low readcount"
"Vigun01g148600","low readcount"
"Vigun01g148900","low readcount"
"Vigun01g149200","low readcount"
"Vigun01g150000","low readcount"
"Vigun01g150700","low readcount"
"Vigun01g150800","low readcount"
"Vigun01g151800","low readcount"
"Vigun01g152000","low readcount"
"Vigun01g152700","low readcount"
"Vigun01g152900","low readcount"
"Vigun01g153100","low readcount"
"Vigun01g153200","low readcount"
"Vigun01g153300","low readcount"
"Vigun01g153500","low readcount"
"Vigun01g154400","low readcount"
"Vigun01g154500","low readcount"
"Vigun01g154600","low readcount"
"Vigun01g154700","low readcount"
"Vigun01g155800","low readcount"
"Vigun01g156600","low readcount"
"Vigun01g156900","low readcount"
"Vigun01g157500","low readcount"
"Vigun01g157800","low readcount"
"Vigun01g159000","low readcount"
"Vigun01g159401","low readcount"
"Vigun01g159900","low readcount"
"Vigun01g160466","low readcount"
"Vigun01g160600","low readcount"
"Vigun01g161600","low readcount"
"Vigun01g161800","low readcount"
"Vigun01g162100","low readcount"
"Vigun01g162300","low readcount"
"Vigun01g162500","low readcount"
"Vigun01g162900","low readcount"
"Vigun01g163600","low readcount"
"Vigun01g164700","low readcount"
"Vigun01g165000","low readcount"
"Vigun01g165400","low readcount"
"Vigun01g165500","low readcount"
"Vigun01g165600","low readcount"
"Vigun01g165900","low readcount"
"Vigun01g166100","low readcount"
"Vigun01g166200","low readcount"
"Vigun01g167100","low readcount"
"Vigun01g168400","low readcount"
"Vigun01g168500","low readcount"
"Vigun01g168600","low readcount"
"Vigun01g168700","low readcount"
"Vigun01g169000","low readcount"
"Vigun01g169100","low readcount"
"Vigun01g169200","low readcount"
"Vigun01g169300","low readcount"
"Vigun01g169500","low readcount"
"Vigun01g170000","low readcount"
"Vigun01g170300","low readcount"
"Vigun01g170600","low readcount"
"Vigun01g170800","low readcount"
"Vigun01g170900","low readcount"
"Vigun01g171600","low readcount"
"Vigun01g171800","low readcount"
"Vigun01g172300","low readcount"
"Vigun01g172500","low readcount"
"Vigun01g173400","low readcount"
"Vigun01g173600","low readcount"
"Vigun01g173900","low readcount"
"Vigun01g174000","low readcount"
"Vigun01g174150","low readcount"
"Vigun01g175000","low readcount"
"Vigun01g175100","low readcount"
"Vigun01g175300","low readcount"
"Vigun01g175500","low readcount"
"Vigun01g175700","low readcount"
"Vigun01g175800","low readcount"
"Vigun01g176700","low readcount"
"Vigun01g176900","low readcount"
"Vigun01g177100","low readcount"
"Vigun01g177600","low readcount"
"Vigun01g178900","low readcount"
"Vigun01g179050","low readcount"
"Vigun01g179100","low readcount"
"Vigun01g179200","low readcount"
"Vigun01g179700","low readcount"
"Vigun01g180200","low readcount"
"Vigun01g180300","low readcount"
"Vigun01g180400","low readcount"
"Vigun01g181700","low readcount"
"Vigun01g182300","low readcount"
"Vigun01g183100","low readcount"
"Vigun01g183500","low readcount"
"Vigun01g183800","low readcount"
"Vigun01g184100","low readcount"
"Vigun01g184600","low readcount"
"Vigun01g184800","low readcount"
"Vigun01g185000","low readcount"
"Vigun01g185200","low readcount"
"Vigun01g186100","low readcount"
"Vigun01g186800","low readcount"
"Vigun01g186900","low readcount"
"Vigun01g187100","low readcount"
"Vigun01g187800","low readcount"
"Vigun01g188000","low readcount"
"Vigun01g188100","low readcount"
"Vigun01g188200","low readcount"
"Vigun01g188300","low readcount"
"Vigun01g188400","low readcount"
"Vigun01g188500","low readcount"
"Vigun01g188600","low readcount"
"Vigun01g188650","low readcount"
"Vigun01g189500","low readcount"
"Vigun01g189600","low readcount"
"Vigun01g190000","low readcount"
"Vigun01g190300","low readcount"
"Vigun01g190500","low readcount"
"Vigun01g190900","low readcount"
"Vigun01g190950","low readcount"
"Vigun01g191000","low readcount"
"Vigun01g191400","low readcount"
"Vigun01g191800","low readcount"
"Vigun01g192100","low readcount"
"Vigun01g192400","low readcount"
"Vigun01g192500","low readcount"
"Vigun01g192800","low readcount"
"Vigun01g193900","low readcount"
"Vigun01g194000","low readcount"
"Vigun01g194500","low readcount"
"Vigun01g195200","low readcount"
"Vigun01g197100","low readcount"
"Vigun01g198300","low readcount"
"Vigun01g198600","low readcount"
"Vigun01g198701","low readcount"
"Vigun01g198900","low readcount"
"Vigun01g199400","low readcount"
"Vigun01g199600","low readcount"
"Vigun01g201100","low readcount"
"Vigun01g201800","low readcount"
"Vigun01g202000","low readcount"
"Vigun01g202100","low readcount"
"Vigun01g202200","low readcount"
"Vigun01g202500","low readcount"
"Vigun01g202600","low readcount"
"Vigun01g202800","low readcount"
"Vigun01g203300","low readcount"
"Vigun01g204900","low readcount"
"Vigun01g205000","low readcount"
"Vigun01g205400","low readcount"
"Vigun01g205500","low readcount"
"Vigun01g205700","low readcount"
"Vigun01g206600","low readcount"
"Vigun01g207300","low readcount"
"Vigun01g207600","low readcount"
"Vigun01g208200","low readcount"
"Vigun01g209100","low readcount"
"Vigun01g211200","low readcount"
"Vigun01g211600","low readcount"
"Vigun01g211800","low readcount"
"Vigun01g211900","low readcount"
"Vigun01g212000","low readcount"
"Vigun01g212200","low readcount"
"Vigun01g212600","low readcount"
"Vigun01g213800","low readcount"
"Vigun01g213900","low readcount"
"Vigun01g214100","low readcount"
"Vigun01g214300","low readcount"
"Vigun01g214700","low readcount"
"Vigun01g215600","low readcount"
"Vigun01g215800","low readcount"
"Vigun01g216100","low readcount"
"Vigun01g216200","low readcount"
"Vigun01g216300","low readcount"
"Vigun01g216500","low readcount"
"Vigun01g216600","low readcount"
"Vigun01g216800","low readcount"
"Vigun01g218400","low readcount"
"Vigun01g218800","low readcount"
"Vigun01g218900","low readcount"
"Vigun01g219000","low readcount"
"Vigun01g219300","low readcount"
"Vigun01g219350","low readcount"
"Vigun01g219500","low readcount"
"Vigun01g219900","low readcount"
"Vigun01g220300","low readcount"
"Vigun01g221200","low readcount"
"Vigun01g222300","low readcount"
"Vigun01g222600","low readcount"
"Vigun01g222800","low readcount"
"Vigun01g222900","low readcount"
"Vigun01g223300","low readcount"
"Vigun01g223400","low readcount"
"Vigun01g223600","low readcount"
"Vigun01g223700","low readcount"
"Vigun01g223900","low readcount"
"Vigun01g224000","low readcount"
"Vigun01g224500","low readcount"
"Vigun01g224700","low readcount"
"Vigun01g225500","low readcount"
"Vigun01g225600","low readcount"
"Vigun01g225800","low readcount"
"Vigun01g226300","low readcount"
"Vigun01g226400","low readcount"
"Vigun01g226700","low readcount"
"Vigun01g226800","low readcount"
"Vigun01g227000","low readcount"
"Vigun01g227300","low readcount"
"Vigun01g228001","low readcount"
"Vigun01g228301","low readcount"
"Vigun01g228400","low readcount"
"Vigun01g229200","low readcount"
"Vigun01g229600","low readcount"
"Vigun01g229900","low readcount"
"Vigun01g231700","low readcount"
"Vigun01g231800","low readcount"
"Vigun01g232201","low readcount"
"Vigun01g232900","low readcount"
"Vigun01g233300","low readcount"
"Vigun01g233400","low readcount"
"Vigun01g234000","low readcount"
"Vigun01g234400","low readcount"
"Vigun01g234500","low readcount"
"Vigun01g235800","low readcount"
"Vigun01g236100","low readcount"
"Vigun01g236200","low readcount"
"Vigun01g237600","low readcount"
"Vigun01g237800","low readcount"
"Vigun01g238100","low readcount"
"Vigun01g238500","low readcount"
"Vigun01g238600","low readcount"
"Vigun01g238900","low readcount"
"Vigun01g239400","low readcount"
"Vigun01g239600","low readcount"
"Vigun01g239950","low readcount"
"Vigun01g240000","low readcount"
"Vigun01g240500","low readcount"
"Vigun01g240600","low readcount"
"Vigun01g240700","low readcount"
"Vigun01g240900","low readcount"
"Vigun01g241000","low readcount"
"Vigun01g241200","low readcount"
"Vigun01g241400","low readcount"
"Vigun01g241500","low readcount"
"Vigun01g242100","low readcount"
"Vigun01g242200","low readcount"
"Vigun01g242600","low readcount"
"Vigun01g242800","low readcount"
"Vigun01g243100","low readcount"
"Vigun01g244700","low readcount"
"Vigun01g245000","low readcount"
"Vigun01g247000","low readcount"
"Vigun01g247400","low readcount"
"Vigun01g247450","low readcount"
"Vigun01g247500","low readcount"
"Vigun01g247800","low readcount"
"Vigun01g248300","low readcount"
"Vigun01g249500","low readcount"
"Vigun01g250300","low readcount"
"Vigun01g250600","low readcount"
"Vigun01g251500","low readcount"
"Vigun01g252700","low readcount"
"Vigun01g253000","low readcount"
"Vigun01g253200","low readcount"
"Vigun01g253300","low readcount"
"Vigun01g254600","low readcount"
"Vigun01g255200","low readcount"
"Vigun02g000007","low readcount"
"Vigun02g000021","low readcount"
"Vigun02g000035","low readcount"
"Vigun02g000049","low readcount"
"Vigun02g000720","low readcount"
"Vigun02g001100","low readcount"
"Vigun02g001400","low readcount"
"Vigun02g002000","low readcount"
"Vigun02g002450","low readcount"
"Vigun02g002900","low readcount"
"Vigun02g003100","low readcount"
"Vigun02g004500","low readcount"
"Vigun02g004700","low readcount"
"Vigun02g005100","low readcount"
"Vigun02g005400","low readcount"
"Vigun02g005700","low readcount"
"Vigun02g005800","low readcount"
"Vigun02g006100","low readcount"
"Vigun02g006200","low readcount"
"Vigun02g006300","low readcount"
"Vigun02g007400","low readcount"
"Vigun02g008101","low readcount"
"Vigun02g008300","low readcount"
"Vigun02g008700","low readcount"
"Vigun02g009100","low readcount"
"Vigun02g009200","low readcount"
"Vigun02g010100","low readcount"
"Vigun02g010150","low readcount"
"Vigun02g010233","low readcount"
"Vigun02g010400","low readcount"
"Vigun02g010700","low readcount"
"Vigun02g011000","low readcount"
"Vigun02g011150","low readcount"
"Vigun02g011300","low readcount"
"Vigun02g011500","low readcount"
"Vigun02g012200","low readcount"
"Vigun02g012400","low readcount"
"Vigun02g012500","low readcount"
"Vigun02g012700","low readcount"
"Vigun02g013000","low readcount"
"Vigun02g013100","low readcount"
"Vigun02g013300","low readcount"
"Vigun02g013500","low readcount"
"Vigun02g014100","low readcount"
"Vigun02g014300","low readcount"
"Vigun02g016300","low readcount"
"Vigun02g017100","low readcount"
"Vigun02g017200","low readcount"
"Vigun02g017300","low readcount"
"Vigun02g017700","low readcount"
"Vigun02g019700","low readcount"
"Vigun02g020400","low readcount"
"Vigun02g020800","low readcount"
"Vigun02g021500","low readcount"
"Vigun02g021600","low readcount"
"Vigun02g023000","low readcount"
"Vigun02g023400","low readcount"
"Vigun02g023700","low readcount"
"Vigun02g023800","low readcount"
"Vigun02g025050","low readcount"
"Vigun02g025151","low readcount"
"Vigun02g025200","low readcount"
"Vigun02g025300","low readcount"
"Vigun02g025700","low readcount"
"Vigun02g025800","low readcount"
"Vigun02g026100","low readcount"
"Vigun02g027600","low readcount"
"Vigun02g027700","low readcount"
"Vigun02g028100","low readcount"
"Vigun02g029700","low readcount"
"Vigun02g031300","low readcount"
"Vigun02g031500","low readcount"
"Vigun02g031600","low readcount"
"Vigun02g031800","low readcount"
"Vigun02g032200","low readcount"
"Vigun02g032700","low readcount"
"Vigun02g033800","low readcount"
"Vigun02g035400","low readcount"
"Vigun02g035700","low readcount"
"Vigun02g035800","low readcount"
"Vigun02g036800","low readcount"
"Vigun02g036900","low readcount"
"Vigun02g037100","low readcount"
"Vigun02g037700","low readcount"
"Vigun02g038600","low readcount"
"Vigun02g039500","low readcount"
"Vigun02g039700","low readcount"
"Vigun02g040100","low readcount"
"Vigun02g040300","low readcount"
"Vigun02g042800","low readcount"
"Vigun02g044200","low readcount"
"Vigun02g044500","low readcount"
"Vigun02g044601","low readcount"
"Vigun02g044800","low readcount"
"Vigun02g045301","low readcount"
"Vigun02g046100","low readcount"
"Vigun02g046700","low readcount"
"Vigun02g046900","low readcount"
"Vigun02g047100","low readcount"
"Vigun02g047300","low readcount"
"Vigun02g047400","low readcount"
"Vigun02g047800","low readcount"
"Vigun02g047900","low readcount"
"Vigun02g048700","low readcount"
"Vigun02g049800","low readcount"
"Vigun02g050000","low readcount"
"Vigun02g050500","low readcount"
"Vigun02g051300","low readcount"
"Vigun02g051700","low readcount"
"Vigun02g051900","low readcount"
"Vigun02g052000","low readcount"
"Vigun02g052400","low readcount"
"Vigun02g053000","low readcount"
"Vigun02g053200","low readcount"
"Vigun02g053600","low readcount"
"Vigun02g054900","low readcount"
"Vigun02g055000","low readcount"
"Vigun02g055300","low readcount"
"Vigun02g055700","low readcount"
"Vigun02g055900","low readcount"
"Vigun02g056100","low readcount"
"Vigun02g056500","low readcount"
"Vigun02g058400","low readcount"
"Vigun02g058500","low readcount"
"Vigun02g059000","low readcount"
"Vigun02g060400","low readcount"
"Vigun02g061400","low readcount"
"Vigun02g061500","low readcount"
"Vigun02g061600","low readcount"
"Vigun02g061700","low readcount"
"Vigun02g061900","low readcount"
"Vigun02g063500","low readcount"
"Vigun02g064000","low readcount"
"Vigun02g064400","low readcount"
"Vigun02g065100","low readcount"
"Vigun02g066100","low readcount"
"Vigun02g066600","low readcount"
"Vigun02g066800","low readcount"
"Vigun02g066900","low readcount"
"Vigun02g067100","low readcount"
"Vigun02g067500","low readcount"
"Vigun02g068000","low readcount"
"Vigun02g068200","low readcount"
"Vigun02g068400","low readcount"
"Vigun02g068600","low readcount"
"Vigun02g068700","low readcount"
"Vigun02g068900","low readcount"
"Vigun02g069100","low readcount"
"Vigun02g069200","low readcount"
"Vigun02g069300","low readcount"
"Vigun02g069400","low readcount"
"Vigun02g069500","low readcount"
"Vigun02g069600","low readcount"
"Vigun02g069800","low readcount"
"Vigun02g069900","low readcount"
"Vigun02g070300","low readcount"
"Vigun02g070400","low readcount"
"Vigun02g071000","low readcount"
"Vigun02g071300","low readcount"
"Vigun02g072200","low readcount"
"Vigun02g072600","low readcount"
"Vigun02g072650","low readcount"
"Vigun02g072700","low readcount"
"Vigun02g073300","low readcount"
"Vigun02g074700","low readcount"
"Vigun02g075200","low readcount"
"Vigun02g075700","low readcount"
"Vigun02g076200","low readcount"
"Vigun02g077600","low readcount"
"Vigun02g077900","low readcount"
"Vigun02g078400","low readcount"
"Vigun02g078700","low readcount"
"Vigun02g078800","low readcount"
"Vigun02g078900","low readcount"
"Vigun02g079000","low readcount"
"Vigun02g079100","low readcount"
"Vigun02g080100","low readcount"
"Vigun02g080600","low readcount"
"Vigun02g080750","low readcount"
"Vigun02g080800","low readcount"
"Vigun02g081000","low readcount"
"Vigun02g081400","low readcount"
"Vigun02g083100","low readcount"
"Vigun02g084100","low readcount"
"Vigun02g085400","low readcount"
"Vigun02g085800","low readcount"
"Vigun02g086000","low readcount"
"Vigun02g087100","low readcount"
"Vigun02g087301","low readcount"
"Vigun02g089700","low readcount"
"Vigun02g089900","low readcount"
"Vigun02g090100","low readcount"
"Vigun02g090700","low readcount"
"Vigun02g091300","low readcount"
"Vigun02g091600","low readcount"
"Vigun02g091800","low readcount"
"Vigun02g091900","low readcount"
"Vigun02g092200","low readcount"
"Vigun02g092300","low readcount"
"Vigun02g092400","low readcount"
"Vigun02g092800","low readcount"
"Vigun02g093500","low readcount"
"Vigun02g093600","low readcount"
"Vigun02g094000","low readcount"
"Vigun02g094700","low readcount"
"Vigun02g094800","low readcount"
"Vigun02g094900","low readcount"
"Vigun02g095300","low readcount"
"Vigun02g095400","low readcount"
"Vigun02g095800","low readcount"
"Vigun02g095900","low readcount"
"Vigun02g096200","low readcount"
"Vigun02g096700","low readcount"
"Vigun02g097766","low readcount"
"Vigun02g097800","low readcount"
"Vigun02g098100","low readcount"
"Vigun02g098500","low readcount"
"Vigun02g098600","low readcount"
"Vigun02g098700","low readcount"
"Vigun02g099300","low readcount"
"Vigun02g099600","low readcount"
"Vigun02g099800","low readcount"
"Vigun02g100100","low readcount"
"Vigun02g100200","low readcount"
"Vigun02g100400","low readcount"
"Vigun02g100600","low readcount"
"Vigun02g100900","low readcount"
"Vigun02g101100","low readcount"
"Vigun02g101200","low readcount"
"Vigun02g101600","low readcount"
"Vigun02g102100","low readcount"
"Vigun02g102600","low readcount"
"Vigun02g102700","low readcount"
"Vigun02g103100","low readcount"
"Vigun02g103500","low readcount"
"Vigun02g103600","low readcount"
"Vigun02g104700","low readcount"
"Vigun02g105200","low readcount"
"Vigun02g105800","low readcount"
"Vigun02g106900","low readcount"
"Vigun02g107600","low readcount"
"Vigun02g107700","low readcount"
"Vigun02g107900","low readcount"
"Vigun02g108000","low readcount"
"Vigun02g108100","low readcount"
"Vigun02g108200","low readcount"
"Vigun02g108300","low readcount"
"Vigun02g108400","low readcount"
"Vigun02g108600","low readcount"
"Vigun02g109500","low readcount"
"Vigun02g109700","low readcount"
"Vigun02g109800","low readcount"
"Vigun02g110500","low readcount"
"Vigun02g110600","low readcount"
"Vigun02g110800","low readcount"
"Vigun02g110950","low readcount"
"Vigun02g111000","low readcount"
"Vigun02g111100","low readcount"
"Vigun02g111400","low readcount"
"Vigun02g111900","low readcount"
"Vigun02g112700","low readcount"
"Vigun02g113300","low readcount"
"Vigun02g113700","low readcount"
"Vigun02g113800","low readcount"
"Vigun02g114800","low readcount"
"Vigun02g114900","low readcount"
"Vigun02g115000","low readcount"
"Vigun02g115400","low readcount"
"Vigun02g115600","low readcount"
"Vigun02g117200","low readcount"
"Vigun02g117300","low readcount"
"Vigun02g117600","low readcount"
"Vigun02g118100","low readcount"
"Vigun02g118300","low readcount"
"Vigun02g118800","low readcount"
"Vigun02g120000","low readcount"
"Vigun02g120200","low readcount"
"Vigun02g120500","low readcount"
"Vigun02g121800","low readcount"
"Vigun02g122000","low readcount"
"Vigun02g122101","low readcount"
"Vigun02g122700","low readcount"
"Vigun02g123800","low readcount"
"Vigun02g123900","low readcount"
"Vigun02g124000","low readcount"
"Vigun02g124200","low readcount"
"Vigun02g125000","low readcount"
"Vigun02g125700","low readcount"
"Vigun02g126600","low readcount"
"Vigun02g126800","low readcount"
"Vigun02g127000","low readcount"
"Vigun02g128100","low readcount"
"Vigun02g128500","low readcount"
"Vigun02g129100","low readcount"
"Vigun02g129400","low readcount"
"Vigun02g129700","low readcount"
"Vigun02g130400","low readcount"
"Vigun02g130900","low readcount"
"Vigun02g131300","low readcount"
"Vigun02g131500","low readcount"
"Vigun02g131700","low readcount"
"Vigun02g131766","low readcount"
"Vigun02g132200","low readcount"
"Vigun02g132300","low readcount"
"Vigun02g132700","low readcount"
"Vigun02g133000","low readcount"
"Vigun02g134000","low readcount"
"Vigun02g134200","low readcount"
"Vigun02g134500","low readcount"
"Vigun02g135100","low readcount"
"Vigun02g135150","low readcount"
"Vigun02g135300","low readcount"
"Vigun02g135600","low readcount"
"Vigun02g135700","low readcount"
"Vigun02g135900","low readcount"
"Vigun02g136300","low readcount"
"Vigun02g136400","low readcount"
"Vigun02g136500","low readcount"
"Vigun02g136700","low readcount"
"Vigun02g137500","low readcount"
"Vigun02g137800","low readcount"
"Vigun02g138100","low readcount"
"Vigun02g138400","low readcount"
"Vigun02g138700","low readcount"
"Vigun02g139000","low readcount"
"Vigun02g139300","low readcount"
"Vigun02g139400","low readcount"
"Vigun02g139500","low readcount"
"Vigun02g139600","low readcount"
"Vigun02g140300","low readcount"
"Vigun02g140400","low readcount"
"Vigun02g140450","low readcount"
"Vigun02g140700","low readcount"
"Vigun02g141200","low readcount"
"Vigun02g141500","low readcount"
"Vigun02g141600","low readcount"
"Vigun02g141700","low readcount"
"Vigun02g143200","low readcount"
"Vigun02g143300","low readcount"
"Vigun02g143600","low readcount"
"Vigun02g145000","low readcount"
"Vigun02g145100","low readcount"
"Vigun02g145200","low readcount"
"Vigun02g145800","low readcount"
"Vigun02g145900","low readcount"
"Vigun02g146100","low readcount"
"Vigun02g146500","low readcount"
"Vigun02g146700","low readcount"
"Vigun02g147800","low readcount"
"Vigun02g148200","low readcount"
"Vigun02g148300","low readcount"
"Vigun02g149300","low readcount"
"Vigun02g149400","low readcount"
"Vigun02g149700","low readcount"
"Vigun02g149800","low readcount"
"Vigun02g149900","low readcount"
"Vigun02g150000","low readcount"
"Vigun02g150400","low readcount"
"Vigun02g150500","low readcount"
"Vigun02g150600","low readcount"
"Vigun02g151500","low readcount"
"Vigun02g151800","low readcount"
"Vigun02g152300","low readcount"
"Vigun02g152900","low readcount"
"Vigun02g153300","low readcount"
"Vigun02g153400","low readcount"
"Vigun02g153600","low readcount"
"Vigun02g154400","low readcount"
"Vigun02g154900","low readcount"
"Vigun02g155300","low readcount"
"Vigun02g155600","low readcount"
"Vigun02g155700","low readcount"
"Vigun02g156300","low readcount"
"Vigun02g156500","low readcount"
"Vigun02g157000","low readcount"
"Vigun02g157200","low readcount"
"Vigun02g157500","low readcount"
"Vigun02g157700","low readcount"
"Vigun02g157900","low readcount"
"Vigun02g157950","low readcount"
"Vigun02g159100","low readcount"
"Vigun02g159300","low readcount"
"Vigun02g159500","low readcount"
"Vigun02g160000","low readcount"
"Vigun02g160600","low readcount"
