"gene","removal_reason"
"Bcin12g01490","low readcount"
"Bcin12g01710","low readcount"
"Bcin12g01940","low readcount"
"Bcin12g01950","low readcount"
"Bcin12g02140","low readcount"
"Bcin12g02210","low readcount"
"Bcin12g02930","low readcount"
"Bcin12g03340","low readcount"
"Bcin12g03410","low readcount"
"Bcin12g03420","low readcount"
"Bcin12g03490","low readcount"
"Bcin12g03560","low readcount"
"Bcin12g03660","low readcount"
"Bcin12g03710","low readcount"
"Bcin12g03840","low readcount"
"Bcin12g04000","low readcount"
"Bcin12g04060","low readcount"
"Bcin12g04130","low readcount"
"Bcin12g04370","low readcount"
"Bcin12g04440","low readcount"
"Bcin12g04610","low readcount"
"Bcin12g05050","low readcount"
"Bcin12g05160","low readcount"
"Bcin12g05190","low readcount"
"Bcin12g05220","low readcount"
"Bcin12g05500","low readcount"
"Bcin12g05570","low readcount"
"Bcin12g05640","low readcount"
"Bcin12g05730","low readcount"
"Bcin12g05770","low readcount"
"Bcin12g06130","low readcount"
"Bcin12g06460","low readcount"
"Bcin12g06470","low readcount"
"Bcin12g06490","low readcount"
"Bcin12g06520","low readcount"
"Bcin12g06690","low readcount"
"Bcin13g00060","low readcount"
"Bcin13g00140","low readcount"
"Bcin13g00990","low readcount"
"Bcin13g01440","low readcount"
"Bcin13g01450","low readcount"
"Bcin13g01770","low readcount"
"Bcin13g02000","low readcount"
"Bcin13g02040","low readcount"
"Bcin13g02240","low readcount"
"Bcin13g02350","low readcount"
"Bcin13g02390","low readcount"
"Bcin13g03090","low readcount"
"Bcin13g03160","low readcount"
"Bcin13g03210","low readcount"
"Bcin13g03240","low readcount"
"Bcin13g03270","low readcount"
"Bcin13g03460","low readcount"
"Bcin13g03500","low readcount"
"Bcin13g03620","low readcount"
"Bcin13g03780","low readcount"
"Bcin13g03810","low readcount"
"Bcin13g04570","low readcount"
"Bcin13g04760","low readcount"
"Bcin13g04890","low readcount"
"Bcin13g04900","low readcount"
"Bcin13g04910","low readcount"
"Bcin13g05080","low readcount"
"Bcin13g05370","low readcount"
"Bcin14g00140","low readcount"
"Bcin14g00200","low readcount"
"Bcin14g00500","low readcount"
"Bcin14g00860","low readcount"
"Bcin14g00950","low readcount"
"Bcin14g02100","low readcount"
"Bcin14g02680","low readcount"
"Bcin14g02850","low readcount"
"Bcin14g03400","low readcount"
"Bcin14g04500","low readcount"
"Bcin14g05290","low readcount"
"Bcin15g00530","low readcount"
"Bcin15g00850","low readcount"
"Bcin15g01050","low readcount"
"Bcin15g01510","low readcount"
"Bcin15g01850","low readcount"
"Bcin15g02260","low readcount"
"Bcin15g02270","low readcount"
"Bcin15g02290","low readcount"
"Bcin15g02410","low readcount"
"Bcin15g02450","low readcount"
"Bcin15g02470","low readcount"
"Bcin15g02720","low readcount"
"Bcin15g02730","low readcount"
"Bcin15g02740","low readcount"
"Bcin15g02840","low readcount"
"Bcin15g03200","low readcount"
"Bcin15g03460","low readcount"
"Bcin15g03480","low readcount"
"Bcin15g03500","low readcount"
"Bcin15g03700","low readcount"
"Bcin15g03790","low readcount"
"Bcin15g03970","low readcount"
"Bcin15g03980","low readcount"
"Bcin15g04410","low readcount"
"Bcin15g04580","low readcount"
"Bcin15g04950","low readcount"
"Bcin15g05240","low readcount"
"Bcin15g05630","low readcount"
"Bcin16g00006","low readcount"
"Bcin16g00110","low readcount"
"Bcin16g00120","low readcount"
"Bcin16g00230","low readcount"
"Bcin16g00450","low readcount"
"Bcin16g00460","low readcount"
"Bcin16g00480","low readcount"
"Bcin16g00490","low readcount"
"Bcin16g00830","low readcount"
"Bcin16g01040","low readcount"
"Bcin16g01230","low readcount"
"Bcin16g01250","low readcount"
"Bcin16g01300","low readcount"
"Bcin16g01450","low readcount"
"Bcin16g01480","low readcount"
"Bcin16g01600","low readcount"
"Bcin16g01810","low readcount"
"Bcin16g01910","low readcount"
"Bcin16g01970","low readcount"
"Bcin16g02220","low readcount"
"Bcin16g02420","low readcount"
"Bcin16g02500","low readcount"
"Bcin16g02850","low readcount"
"Bcin16g02990","low readcount"
"Bcin16g03420","low readcount"
"Bcin16g03510","low readcount"
"Bcin16g03840","low readcount"
"Bcin16g03980","low readcount"
"Bcin16g04070","low readcount"
"Bcin16g04270","low readcount"
"Bcin16g04420","low readcount"
"Bcin16g04980","low readcount"
"Bcin16g05060","low readcount"
"Bcin16g05160","low readcount"
"Bcin17g00180","low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
NA,"low readcount"
